release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,AR3234P,Final consumption expenditure by households,Non-durable goods,Medical and pharmaceutical products,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3235P,Final consumption expenditure by households,Non-durable goods,Petroleum products,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3236P,Final consumption expenditure by households,Non-durable goods,Recreational and entertainment goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3240P,Final consumption expenditure by households,Services,Services (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3241P,Final consumption expenditure by households,Services,Rent,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3242P,Final consumption expenditure by households,Services,"Household services, including domestic workers",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3243P,Final consumption expenditure by households,Services,Medical services,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3244P,Final consumption expenditure by households,Services,Transport and communication services,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3245P,Final consumption expenditure by households,Services,"Recreational, entertainment and educational services",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3246P,Final consumption expenditure by households,Services,Miscellaneous services,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2013P,Final consumption expenditure by general government,Individual consumption expenditure,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2014P,Final consumption expenditure by general government,Collective consumption expenditure,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4001P,Gross fixed capital formation (kind of economic activity),"Agriculture, forestry and fishing",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4002P,Gross fixed capital formation (kind of economic activity),Mining and quarrying,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4003P,Gross fixed capital formation (kind of economic activity),Manufacturing,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4004P,Gross fixed capital formation (kind of economic activity),"Electricity, gas and water",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4005P,Gross fixed capital formation (kind of economic activity),Construction (contractors),,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4006P,Gross fixed capital formation (kind of economic activity),"Trade, catering and accommodation",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4007P,Gross fixed capital formation (kind of economic activity),"Transport, storage and communication",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4008P,Gross fixed capital formation (kind of economic activity),"Finance, real estate and business services",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4009P,Gross fixed capital formation (kind of economic activity),"Community, social and personal services",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4020P,Gross fixed capital formation (type of organisation),General government,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4030P,Gross fixed capital formation (type of organisation),Public corporations,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4050P,Gross fixed capital formation (type of asset),Residential buildings,Residential buildings (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4051P,Gross fixed capital formation (type of asset),Residential buildings,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4052P,Gross fixed capital formation (type of asset),Residential buildings,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4053P,Gross fixed capital formation (type of asset),Residential buildings,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4060P,Gross fixed capital formation (type of asset),Non-residential buildings,Non-residential buildings (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4061P,Gross fixed capital formation (type of asset),Non-residential buildings,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4062P,Gross fixed capital formation (type of asset),Non-residential buildings,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4063P,Gross fixed capital formation (type of asset),Non-residential buildings,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4070P,Gross fixed capital formation (type of asset),Construction works,Construction works (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4071P,Gross fixed capital formation (type of asset),Construction works,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4072P,Gross fixed capital formation (type of asset),Construction works,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4073P,Gross fixed capital formation (type of asset),Construction works,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4080P,Gross fixed capital formation (type of asset),Transport equipment,Transport equipment (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4081P,Gross fixed capital formation (type of asset),Transport equipment,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4082P,Gross fixed capital formation (type of asset),Transport equipment,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4083P,Gross fixed capital formation (type of asset),Transport equipment,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4090P,Gross fixed capital formation (type of asset),Computers and related equipment,Computers and related equipment (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4091P,Gross fixed capital formation (type of asset),Computers and related equipment,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4092P,Gross fixed capital formation (type of asset),Computers and related equipment,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4093P,Gross fixed capital formation (type of asset),Computers and related equipment,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4100P,Gross fixed capital formation (type of asset),Machinery and other equipment,Machinery and other equipment (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4101P,Gross fixed capital formation (type of asset),Machinery and other equipment,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4102P,Gross fixed capital formation (type of asset),Machinery and other equipment,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4103P,Gross fixed capital formation (type of asset),Machinery and other equipment,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4110P,Gross fixed capital formation (type of asset),Research and development,Research and development (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4111P,Gross fixed capital formation (type of asset),Research and development,General government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4112P,Gross fixed capital formation (type of asset),Research and development,Public corporations,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR4113P,Gross fixed capital formation (type of asset),Research and development,Private business enterprises,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
